Tipo;Ano;Autores;T«tulo
Artigo;2006;EFE MA ET AL;[**AN«ÅLISE DOS DADOS DE RECUPERA«?«üO DE SULA SPP. (PELICANIFORMES, SULIDAE) OCORRIDAS NO BRASIL ENTRE 1981 E 2000. ORNITHOLOGIA 1(2):125-133**](https://drive.google.com/file/d/1XRfrrAXIxUEPgWdndUpk6AB2eo_KcMwl/view?usp=drive_link)
Artigo;2006;ROOS AL ET AL;[**AVIFAUNA DA REGI«üO DO LAGO DE SOBRADINHO: COMPOSI«?«üO, RIQUEZA E BIOLOGIA. ORNITHOLOGIA 1(2):135-160**](https://drive.google.com/file/d/1VwRjTBX--LTQplgispGKw8nbyoqzhsYR/view?usp=drive_link)
Artigo;2006;MENEZES AC ET AL;[**MONITORAMENTO DA POPULA«?«üO DE ANODORYNCHUS LEARI (BONAPARTE, 1856), PSITTACIDAE, NA NATUREZA. ORNITHOLOGIA 1(2):109-114**](https://drive.google.com/file/d/1G4_VMajR_Y9rKbFT-a_DG_eIUEe2wIFu/view?usp=drive_link)
Artigo;2006;ARAUJO HFP ET AL;[**COMPOSI«?«üO DA AVIFAUNA EM COMPLEXOS ESTUARINOS NO ESTADO DA PARA«çBA, BRASIL. REVISTA BRASILEIRA DE ORNITOLOGIA 14(3):249-259**](https://drive.google.com/file/d/1RMIiZar7ZUC1gPZ1RVQVjNM02T96Rl8D/view?usp=drive_link)
Cap«tulo;2006;PEREIRA SL ET AL;[**BRAZIL. IN: CONSERVING CRACIDS: THE MOST THREATENED FAMILY OF BIRDS IN THE AMERICAS. HOUSTON MUSEUM OF NATURAL SCIENCE 6. HOUSTON, USA**](https://drive.google.com/file/d/1FXNSHLZrryGw_bXbAraiZP40fb8rLA8A/view?usp=drive_link)
Painel;2006;MESTRE LAM;[**MIGRA«?«?ES DE FALCO PEREGRINUS ANILHADOS NA AM«?RICA DO NORTE E RECAPTURADOS NO BRASIL ENTRE 1967 E 2001. XIV CONGRESSO BRASILEIRO DE ORNITOLOGIA. OURO PRETO, BRASIL**](https://drive.google.com/file/d/1pOQGZgVdo3GfGPkEvSxnkQ2BVIxooOCP/view?usp=drive_link)
Resumo expandido;2006;MESTRE LAM;[**MIGRA«?«?ES DA «ÅGUIA-PESCADORA PANDION HALIAETUS ENTRE 1936 E 2003: RESULTADOS DAS RECUPERA«?«?ES DE ANILHAS NORTE-AMERICANAS NO BRASIL. XIV CONGRESSO BRASILEIRO DE ORNITOLOGIA. OURO PRETO, BRASIL**](https://drive.google.com/file/d/1Vdnpi-05Leb28jtc9fxV3_gHDviAiuKZ/view?usp=drive_link)
Resumo;2006;CARVALHO PJB & NASCIMENTO JLX;[**OBSERVA«?«üO DE ANILHAS COLORIDAS E CENSO DE CHARADRIIDAE, SCOLOPACIDAE E LARIDAE NA COROA DO AVI«üO, IGARASSU, PERNAMBUCO. III SEMIN«ÅRIO DE INICIA«?«üO CIENT«çFICA DO IBAMA. BRAS«çLIA, BRASIL**](https://drive.google.com/file/d/1ysoVbTtr16zHM1WcSckX2cuJ_wAepRrc/view?usp=drive_link)
Resumo;2006;CARDOSO TAL & NASCIMENTO JLX;[**MONITORAMENTO DE AVES MIGRAT«?RIAS NA ILHA DA COROA DO AVI«üO, NA COSTA NORTE DO ESTADO DE PERNAMBUCO, BRASIL. III SEMIN«ÅRIO DE INICIA«?«üO CIENT«çFICA DO IBAMA. BRAS«çLIA, BRASIL**](https://drive.google.com/file/d/1GTNaY_eLDKvdW9Ai20Ffk1miQQEKq4zr/view?usp=drive_link)
Resumo;2006;AMARAL ACA ET AL;[**PRIMEIRA DESCRI«?«üO DE NINHO DE ARARA-AZUL-DE-LEAR ANODORHYNCHUS LEARI (BONAPARTE, 1856) PSITTACIDAE. XIV CONGRESSO BRASILEIRO DE ORNITOLOGIA. OURO PRETO, BRASIL**](https://drive.google.com/file/d/13gY6QKVFzBSS_6KcvByuLf2GA9rK9hIv/view?usp=drive_link)
Resumo;2006;CARVALHO PJB & NASCIMENTO JLX;[**OBSERVA«?«üO DE ANILHAS COLORIDAS E CENSO DE CHARADRIIDAE, SCOLOPACIDAE E LARIDAE NA COROA DO AVI«üO, IGARASSU, PERNAMBUCO. XIV CONGRESSO BRASILEIRO DE ORNITOLOGIA. OURO PRETO, BRASIL**](https://drive.google.com/file/d/1JUisqP2fxltAoM05ia45oIJJqpdMOqZk/view?usp=drive_link)
Resumo;2006;CARDOSO TAL ET AL;[**AVALIA«?«üO DE UMA POPULA«?«üO DE CALIDRIS PUSILLA NA COROA DO AVI«üO, PERNAMBUCO, UTILIZANDO O PESO COMO PAR«?METRO. XIV CONGRESSO BRASILEIRO DE ORNITOLOGIA. OURO PRETO, BRASIL**](https://drive.google.com/file/d/1bNqlYWBzSMttKxSzuo4XROBvdyUTQEKI/view?usp=drive_link)
Resumo;2006;SANTOS-NETO JR & AMARAL CA;[**O PROJETO DE CONSERVA«?«üO DA ARARA-AZUL-DE-LEAR E O ENVOLVIMENTO DA POPULA«?«üO. XIV CONGRESSO BRASILEIRO DE ORNITOLOGIA. OURO PRETO, BRASIL**](https://drive.google.com/file/d/1R2cSZ-oaj9o9Sgcf_qC2zbSw92Buax1Q/view?usp=drive_link)
Resumo;2006;RAMOS SRA ET AL;[**ECOTURISMO E OBSERVA«?«üO DE AVES NA FLORESTA NACIONAL DA RESTINGA DE CABEDELO - PB. XIV CONGRESSO BRASILEIRO DE ORNITOLOGIA. OURO PRETO, BRASIL**](https://drive.google.com/file/d/1xp0l3tnRav-6DSfx_9lnElZbn2Dv1Vz6/view?usp=drive_link)
Resumo;2006;SANTOS-NETO JR & CAMANDAROBA M;[**ARARA-AZUL-DE-LEAR ANODORHYNCHUS LEARI FORRAGEANDO CACHOS DE LICURI IMATUROS COMO FONTE DE RECURSO H«çDRICO. XIV CONGRESSO BRASILEIRO DE ORNITOLOGIA. OURO PRETO, BRASIL**](https://drive.google.com/file/d/1wW5nmFi9FWHBzsyFuHBIUbdoAsNxPgOM/view?usp=drive_link)
Resumo;2006;SOUZA EA ET AL;[**ESTIMATIVAS POPULACIONAIS DE AVOANTES ZENAIDA AURICULATA (AVES COLUMBIDAE, DESMURS, 1847) EM COL«?NIAS REPRODUTIVAS NO NORDESTE DO BRASIL. XIV CONGRESSO BRASILEIRO DE ORNITOLOGIA. OURO PRETO, BRASIL**](https://drive.google.com/file/d/1GInh53TZ6_rVyQ_QQG2Hdtn_CF9z4_me/view?usp=drive_link)
Resumo;2006;AMARAL ACA & SOUZA EA;[**NOTA SOBRE PREDA«?«üO DE GIRASSOL, HELIANTHUS ANNUS, POR ARRIBA«?«üS, ZENAIDA AURICULATA, EM MARING«Å/PR. XIV CONGRESSO BRASILEIRO DE ORNITOLOGIA. OURO PRETO, BRASIL**](https://drive.google.com/file/d/1VAzZi2Cmse1rG62vfkWcJdezP8RN4LTG/view?usp=drive_link)
Cap«tulo;2006;SOUZA EA & SOUZA MSB;[**ERA UMA VEZ.... IN: FUNDAMENTOS, REFLEX«?ES E EXPERI«?NCIAS EM EDUCA«?«üO AMBIENTAL. EDITORA UNIVERSIT«ÅRIA UFPB. JO«üO PESSOA, BRASIL**](https://drive.google.com/file/d/1WKV6mG_f7e-oZrxk-dzxjVC9RSNxgnNt/view?usp=drive_link)
Resumo;2006;ROOS AL & ANTAS PTZ;[**WHITE-BROWED GUAN (PENELOPE JACUCACA). IN: CONSERVING CRACIDS: THE MOST THREATENED FAMILY OF BIRDS IN THE AMERICAS. MISCELLANEOUS PUBLICATIONS OF THE HOUSTON MUSEUM OF NATURAL SCIENCE 6. HOUSTON, USA**](https://drive.google.com/file/d/1n2Qe3veNZeGoBQ20iQR3mpM9gOoSB6et/view?usp=drive_link)
Resumo;2006; RAMOS SRA ET AL; ECOTURISMO E LEVANTAMENTO DA AVIFAUNA NA FLORESTA NACIONAL DA RESTINGA DE CABEDELO - PARA«çBA. XI CONGRESSO NORDESTINO DE ECOLOGIA. RECIFE, BRASIL
Artigo;2005;EFE MA ET AL;[**AN«ÅLISE DAS FICHAS INDIVIDUAIS DE CONTROLE NO PROCESSO DE CA«?A DE ANAT«çDEOS NO RIO GRANDE DO SUL. ORNITHOLOGIA 1(1):7-12**](https://drive.google.com/file/d/1R-p6cKHxc9hX32HvHjj4Xs85ggv0ibn2/view?usp=drive_link)
Artigo;2005;NASCIMENTO ILS & AZEVEDO JR SM;[**DIETAS DAS AVES MARINHAS NO PARQUE NACIONAL DOS ABROLHOS, BAHIA, BRASIL. ORNITHOLOGIA 1(1):75-92**](https://drive.google.com/file/d/1jwHTtHdMAxaDuoaoMUzgT3n_m7M9ZRtj/view?usp=drive_link)
Artigo;2005;NASCIMENTO ILS ET AL;[**DIAGNOSTICO DA SITUA«?«üO NACIONAL DE COLIS«?ES DE AVES COM AERONAVES. ORNITHOLOGIA 1(1):93-104**](https://drive.google.com/file/d/1LFObQGJsUfsKvJWlo9R0bDj8HwM9_XCs/view?usp=drive_link)
Artigo;2005;SCHERER A ET AL;[**ESTRUTURA TR«?FICA DA AVIFAUNA EM OITO PARQUES DA CIDADE DE PORTO ALEGRE, RIO GRANDE DO SUL, BRASIL. ORNITHOLOGIA 1(1):25-32**](https://drive.google.com/file/d/1-_2ZA82JWAe308px2i5RTe-s8jte4xGB/view?usp=drive_link)
Artigo;2005;NASCIMENTO JLX ET AL;[**AVALIA«?«üO R«ÅPIDA DAS POTENCIALIDADES ECOL«?GICAS E ECON«?MICAS DO PARQUE NACIONAL DE UBAJARA, CEAR«Å, USANDO AVES COMO INDICADORES. ORNITHOLOGIA 1(1):33-42 (ERRATA DISPON«çVEL)**](https://drive.google.com/file/d/1EyQHeklQy-W-aukbw11lddpIRraSy3XM/view?usp=drive_link)
Artigo;2005;LYRA-NEVES RM ET AL;[**INTERACOES ENTRE PHTHIRAPTERA (INSECTA) E AVES (EMBERIZIDAE) DE MATA ATL«?NTICA, PERNAMBUCO, BRASIL. ORNITHOLOGIA 1(1):43-47**](https://drive.google.com/file/d/1t3XwwhD06XeYZGtE6FnsUEG3JQjeE_Ga/view?usp=drive_link)
Artigo;2005;TELINO JR WR ET AL;[**BIOLOGIA E COMPOSI«?«üO DA AVIFAUNA EM UMA RESERVA PARTICULAR DE PATRIM«?NIO NATURAL DA CAATINGA PARAIBANA. ORNITHOLOGIA 1(1):49-57**](https://drive.google.com/file/d/1ge_Xe7gSvmqgefPsRk6rzjACiCYa1_bK/view?usp=drive_link)
Artigo;2005;AMARAL ACA ET AL;[**DIN«?MICA DE NINHO DE ARARA-AZUL-DE-LEAR (ANDORHYNCHUS LEARI BONAPARTE, 1856) EM JEREMOABO, BAHIA. ORNITHOLOGIA 1(1):59-64**](https://drive.google.com/file/d/1FN9BDioBA2ETusdUEtwKrQvlVoPSKE9T/view?usp=drive_link)
Artigo;2005;NASCIMENTO JLX ET AL;[**CENSOS, ANILHAMENTOS E RECUPERA«?«?ES DE DUAS MARRECAS NO RIO GRANDE DO SUL. ORNITHOLOGIA 1(1):65-74**](https://drive.google.com/file/d/1pQnLKH9MLb83oFg1uchcWnftAE8SZ6Th/view?usp=drive_link)
Artigo;2005;EFE MA ET AL;[**SUCESSO REPRODUTIVO DE THALASSEUS SANDVICENSIS EURYGNATHUS NO BRASIL. BIOCI«?NCIAS 13(1):63-68**](https://drive.google.com/file/d/1qmn7jjNHniuuq_XtpRHJnJRIlPPDy0To/view?usp=drive_link)
Artigo;2005;BAKER AJ ET AL;[**ASSESSMENT OF THE WINTERING AREA OF RED KNOTS IN MARANH«üO NORTHERN BRAZIL IN FEBRUARY 2005. WADER STUDY GROUP BULLETIN 107:10-18**](https://drive.google.com/file/d/1YSWvqlaoLm2KX-P_9xWJ5Lek4cfGpvj8/view?usp=drive_link)
Resumo;2005;NUNES MFC ET AL;[**PLANO EMERGENCIAL PARA CONTROLE DO PERIGO AVI«ÅRIO NO ARQUIP«?LAGO DE FERNANDO DE NORONHA: MONITORAMENTO DE GAR«?AS-VAQUEIRAS BULBUCUS IBIS (AVES: ARDEIDAE). XIII CONGRESSO BRASILEIRO DE ORNITOLOGIA. BEL«?M, BRASIL**](https://drive.google.com/file/d/1cor8iSqtSE3lR5yBBkp-5ZygZOPb21lQ/view?usp=drive_link)
Resumo;2005;ROOS AL ET AL;[**AVES DO PARQUE NACIONAL DO CABO ORANGE, AP: RESULTADOS DA PRIMEIRA EXPEDI«?«üO CIENT«çFICA. XIII CONGRESSO BRASILEIRO DE ORNITOLOGIA. BEL«?M, BRASIL**](https://drive.google.com/file/d/14TYxneQY5m_SkLDS-U9RdUN8UU-FNbaG/view?usp=drive_link)
Resumo;2005;SOUZA EA ET AL;[**AVES DA FLORESTA NACIONAL DA RESTINGA DE CABEDELO/PB. XIII CONGRESSO BRASILEIRO DE ORNITOLOGIA. BEL«?M, BRASIL**](https://drive.google.com/file/d/1FgVEThyQJ5KnadJPQreOnPhuEEsNSte_/view?usp=drive_link)
Resumo;2005;EFE MA ET AL;[**PROGRAMA INTERNACIONAL DE ANILHAMENTO E CONSERVA«?«üO DE TRINTA-R«?IS NO CONE-SUL. XIII CONGRESSO BRASILEIRO DE ORNITOLOGIA. BEL«?M, BRASIL**](https://drive.google.com/file/d/12ntOwqZzoOv8-ESI_FyUK3zP6mYzLIvf/view?usp=drive_link)
Resumo;2005;LACERDA RCA ET AL;[**MONITORAMENTO DE AVES COM POTENCIAL CINEG«?TICO NO RIO GRANDE DO SUL: RESULTADOS DAS EXPEDI«?«?ES 2004-2005. XIII CONGRESSO BRASILEIRO DE ORNITOLOGIA. BEL«?M, BRASIL**](https://drive.google.com/file/d/1tMLLP0t0YCm0YQJ4p56RoSHEH-awLxna/view?usp=drive_link)
Resumo;2005;SOUZA EA;[**PRESAS E PREDADORES EM COL«?NIAS DE ARRIBA«?«üS ZENAIDA AURICULATA (AVES, COLUMBIDAE) NO SEMI-«ÅRIDO NORDESTINO. XIII CONGRESSO BRASILEIRO DE ORNITOLOGIA. BEL«?M, BRASIL**](https://drive.google.com/file/d/17Ybult97EDtl9lCMWi8kAOUgI83lBWIk/view?usp=drive_link)
Resumo;2005;SANTOS-NETO JR ET AL;[**DESLOCAMENTO SAZONAL DAS ARARAS-AZUIS-DE-LEAR ANODORHYNCHUS LEARI (BONAPARTE, 1856) PSITTACIDAE. XIII CONGRESSO BRASILEIRO DE ORNITOLOGIA. BEL«?M, BRASIL**](https://drive.google.com/file/d/1wNhNwwWG86zUWQXBOha70GbL0aGUBR0N/view?usp=drive_link)
Resumo;2005;AMARAL ACA ET AL;[**NOTA SOBRE A SITUA«?«üO ATUAL DA POPULA«?«üO DE ARARAS-AZUIS-DE-LEAR ANODORHYNCHUS LEARI EM UAU«Å, SENTO S«? E CAMPO FORMOSO/BA. XIII CONGRESSO BRASILEIRO DE ORNITOLOGIA. BEL«?M, BRASIL**](https://drive.google.com/file/d/1QpCx61T9dCybFbc_zhORndpjnbxZzrs-/view?usp=drive_link)
Resumo;2005;SANTOS-NETO JR ET AL;[**ESTIMATIVA DO SUCESSO REPRODUTIVO DAS ARARAS-AZUIS-DE-LEAR ANODORHYNCHUS LEARI (BONAPARTE, 1856) PSITTACIDAE, NA ESTA«?«üO REPRODUTIVA 2004/2005. XIII CONGRESSO BRASILEIRO DE ORNITOLOGIA. BEL«?M, BRASIL**](https://drive.google.com/file/d/1gWJMTcujUK_a1P7yjkWl_xeNkPKR2yxA/view?usp=drive_link)
Resumo;2005;EFE MA ET AL;[**AVALIA«?«üO DO STATUS DE CONSERVA«?«üO DO TRINTA-R«?IS-DE-BICO-AMARELO, THALASSEUS SANDVICENCIS NO BRASIL. XIII CONGRESSO BRASILEIRO DE ORNITOLOGIA. BEL«?M, BRASIL**](https://drive.google.com/file/d/1dMTjs2EXOKdWTDElbx89z4U-ZfWqxOeu/view?usp=drive_link)
Resumo;2005;SANTOS-NETO JR;[**ATAQUE DE ARARAS-AZUIS-DE-LEAR, ANODORHYNCHUS LEARI (BONAPARTE, 1856) PSITTACIDAE, A MILHARAIS. XIII CONGRESSO BRASILEIRO DE ORNITOLOGIA. BEL«?M, BRASIL**](https://drive.google.com/file/d/1CQQRQkn75_vm6szEO5yCNaODD8hAtLFD/view?usp=drive_link)
Cap«tulo;2005;PIERSMA T ET AL;[**FUEL STORAGE RATES BEFORE NORTHWARD FLIGTHS IN RED KNOTS WORLDWIDE - FACING THES EVEREST ECOLOGICAL CONSTRAINT IN TROPICAL INTERTIDAL ENVIRONMENTS? IN: BIRDS OF TWO WORLDS. JOHNS HOPKINS UNIVERSITY PRESS. BALTIMORE, USA**](https://drive.google.com/file/d/1saeqT3PWPHui1tFQ5Fn7owqqw4-OZZ0J/view?usp=drive_link)
Artigo;2004;EFE MA ET AL;[**VARIA«?«?ES MORFOL«?GICAS E PADR«?ES DE CRESCIMENTO DE FILHOTES DE STERNA SANDVICENSIS EURYGNATHA NO BRASIL. BIOCI«?NCIAS 12(1):11-19**](https://drive.google.com/file/d/1jqcu1O0tT1O8azmAGNW0dOVpjr-KDfn3/view?usp=drive_link)
Artigo;2004;LYRA-NEVES RM ET AL;[**MONITORAMENTO DO MA«?ARICO-BRANCO, CALIDRIS ALBA (PALLAS) (AVES, SCOLOPACIDAE), ATRAV«?S DE RECUPERA«?«?ES DE ANILHAS COLORIDAS, NA COROA DO AVIAO, IGARASSU, PERNAMBUCO, BRASIL. REVISTA BRASILEIRA DE ZOOLOGIA 21(2):319-324**](https://drive.google.com/file/d/1kydz-kDhWwCkctBLqrogvTw7XzX1HZMQ/view?usp=drive_link)
Nota;2004;LYRA-NEVES RM ET AL;[**PRIMEIRO REGISTRO DE MYIARCHUS TUBERCULIFER (LAFRESNAYE & D'ORBIGNY) (AVES, TYRANNIDAE) PARA O ESTADO DE PERNAMBUCO, BRASIL. REVISTA BRASILEIRA DE ZOOLOGIA 21(2):405-407**](https://drive.google.com/file/d/1uk2jLelPTIpOb1du9EZvR-bZhyILSY3k/view?usp=drive_link)
Artigo;2004;LYRA-NEVES RM ET AL;[**COMUNIDADE DE AVES DA RESERVA ESTADUAL DE GURJA«?, PERNAMBUCO, BRASIL. REVISTA BRASILEIRA DE ZOOLOGIA 21(3):581-592**](https://drive.google.com/file/d/1uGNk5c48cLHC-m7CFoMCPyrB62ZiGyMv/view?usp=drive_link)
Artigo;2004;BAKER AJ ET AL;[**RAPID POPULATION DECLINE IN RED KNOTS: FITNESS CONSEQUENCES OF DECREASED REFUELLING RATES AND LATE ARRIVAL IN DELAWARE BAY. PROCEEDINGS OF THE ROYAL SOCIETY: BIOLOGICAL SCIENCES 271:875-882**](https://drive.google.com/file/d/1vtWnBm9DSRPb_sLA0O0Qphr51rhStje7/view?usp=drive_link)
Guia;2004;RODRIGUES RC ET AL;[**AVES DO MACI«?O DO BATURIT«?, CEAR«Å. IBAMA. JO«üO PESSOA, BRASIL**](https://drive.google.com/file/d/1fUw1AFvt79N4eaWsU7QCgLVJTH3qLn4p/view?usp=drive_link)
Cap«tulo;2004;COELHO EP ET AL;[**O ATOB«Å-MARROM (SULA LEUCOGASTER) NA ILHA DE CABO FRIO, ARRAIAL DO CABO, RIO DE JANEIRO, BRASIL. AVES MARINHAS E INSULARES BRASILEIRAS: BIOECOLOGIA E CONSERVA«?«üO, EDITORA DA UNIVALI. ITAJA«ç, BRASIL**](https://drive.google.com/file/d/1GEJ_Iz9WL2otYZlCI6WDu31475WADwMU/view?usp=drive_link)
Cap«tulo;2004;EFE MA;[**AVES MARINHAS DAS ILHAS DO ESP«?RITO SANTO. IN: AVES MARINHAS E INSULARES BRASILEIRAS: BIOECOLOGIA E CONSERVA«?«üO. EDITORA DA UNIVALI. ITAJA«?, Brasil**](https://drive.google.com/file/d/19220X0XnaNxlV6t5ixdEsMr6S8TDjaoY/view?usp=drive_link)
Mesa Redonda;2004;EFE MA;[**PESQUISA E CONSERVA«?«üO DO TRINTA-R«?IS-DE-BICO-AMARELO (MESA REDONDA AVES MARINHAS: SITUA«?«üO ATUAL E PERSPECTIVAS NO BRASIL). XII CONGRESSO BRASILEIRO DE ORNITOLOGIA. BLUMENAU, BRASIL**](https://drive.google.com/file/d/1iz9qPiBgwPaa4d8O_rPjMEI3AiF3ud3N/view?usp=drive_link)
Resumo;2004;AMARAL ACA ET AL;[**DIN«?MICA DE NINHO DE ARARA-AZUL-DE-LEAR (ANDORHYNCHUS LEARI BONAPARTE, 1856) EM SERRA BRANCA, JEREMOABO, BAHIA. XII CONGRESSO BRASILEIRO DE ORNITOLOGIA. BLUMENAU, BRASIL**](https://drive.google.com/file/d/1RKSrFgbYfOtoQlvZzOB5V5CtDdgD11YW/view?usp=drive_link)
Resumo;2004;AMARAL ACA ET AL;[**MORFOMETRIA DE DUAS POPULA«?«?ES DISTINTAS DE CORAGYPS ATRATUS NO NORDESTE DO BRASIL. XII CONGRESSO BRASILEIRO DE ORNITOLOGIA. BLUMENAU, BRASIL**](https://drive.google.com/file/d/1f4PdqjAwMiEzzs3VMdoeGsL9bcX6PvJQ/view?usp=drive_link)
Resumo;2004;AMARAL ACA ET AL;[**OBSERVA«?«?ES COMPORTAMENTAIS DE ARARA-AZUL-DE-LEAR, ANODORHYNCHUS LEARI (BONAPARTE, 1856), EM CATIVEIRO. XII CONGRESSO BRASILEIRO DE ORNITOLOGIA. BLUMENAU, BRASIL**](https://drive.google.com/file/d/1rqS7nnYsTb5b95bkEu8wvQDyxpzGZCfH/view?usp=drive_link)
Mesa Redonda;2004;ROOS AL;[**AVIFAUNA FLORESTAL DE SANTA CATARINA: ESTADO DO CONHECIMENTO (MESA REDONDA). XII CONGRESSO BRASILEIRO DE ORNITOLOGIA. BLUMENAU, BRASIL**](https://drive.google.com/file/d/1kwgxyWSYrht_4rIOyURte2R4vUNRa2ug/view?usp=drive_link)
Resumo;2004;ROOS AL ET AL;[**BIBLIOGRAFIA ORNITOL«?GICA CATARINENSE. XII CONGRESSO BRASILEIRO DE ORNITOLOGIA. BLUMENAU, BRASIL**](https://drive.google.com/file/d/1N0P8oNqOsAnpNyDc_6tolBPAeyKMS75_/view?usp=drive_link)
Artigo;2003;SOTO JMR & FILIPPINI A;[**OCORR«?NCIA E REPRODU«?«üO DA PARDELA-DE-AUDUBON, PUFFINUS LHERMINIERI LESSON, 1839 (PROCELLARIFORMES, PROCELLARIIDAE), NO ARQUIP«?LAGO FERNANDO DE NORONHA, COM A REVIS«üO DOS REGISTROS DE P. LHERMINIERI E P. ASSIMILIS NO BRASIL. REVISTA BRASILEIRA DE ORNITOLOGIA 11(2):112-115**](https://drive.google.com/file/d/17-35pcpN-qkEp97YYF02_-9YSYezcV9x/view?usp=drive_link)
Artigo;2003;SOTO JMR & FILIPPINI A;[**DOCUMENTA«?«üO DA OCORR«?NCIA DA PERDIZ-DO-MAR, GLAREOLA PRATINCOLA (LINNAEUS, 1766) (CHARADRIIFORMES: GLAREOLIDAE), NO BRASIL. REVISTA BRASILEIRA DE ORNITOLOGIA 11(1):131-145**](https://drive.google.com/file/d/1dAD3KuqDedDeAfr0NjpmLj0Obff2x-PW/view?usp=drive_link)
Resumo;2003;SOTO JMR ET AL;[**AN«ÅLISE DAS CAPTURAS DE ALBATROZES E PETR«?IS (PROCELLARIIFORMES) NO ESPINHEL PEL«ÅGICO OPERANTE NA COSTA SUL DO BRASIL E AO LARGO, UTILIZANDO MEDIDAS MITIGADORAS. XI CONGRESSO BRASILEIRO DE ORNITOLOGIA. FEIRA DE SANTANA, BRASIL**](https://drive.google.com/file/d/1Krr4Gs_Y7uh2KSoUXkAYq50qBIiaj9dN/view?usp=drive_link)
Resumo;2003;NASCIMENTO JLX ET AL;[**«ÅREAS DE CONCENTRA«?«üO, DESLOCAMENTO E LONGEVIDADE DE DUAS ESP«?CIES DE MARRECAS (ANSERIFORMES: ANATIDAE) NO RIO GRANDE DO SUL. XI CONGRESSO BRASILEIRO DE ORNITOLOGIA. FEIRA DE SANTANA, BRASIL**](https://drive.google.com/file/d/10q-2Ni7wP5US79hp5Q7uqXL2F2wXds14/view?usp=drive_link)
Resumo;2003;AMARAL ACA & NASCIMENTO ILS;[**AVIFAUNA DE H«ÅBITO DIURNO DO AEROPORTO PRESIDENTE CASTRO PINTO/PB. XI CONGRESSO BRASILEIRO DE ORNITOLOGIA. FEIRA DE SANTANA, BRASIL**](https://drive.google.com/file/d/1x29SBjDhaikhHeK8lGdvPsknG_ZAYzWs/view?usp=drive_link)
Resumo;2003;OLIVEIRA AC ET AL;[**COMPOSI«?«üO DA AVIFAUNA DO PARQUE NACIONAL DA CHAPADA DOS VEADEIROS, GOI«ÅS. XI CONGRESSO BRASILEIRO DE ORNITOLOGIA. FEIRA DE SANTANA, BRASIL**](https://drive.google.com/file/d/1MVc-GcEdasXSBLMQ0BZQgbkuwWlRdiNm/view?usp=drive_link)
Resumo;2003;NASCIMENTO ILS ET AL;[**AVIFAUNA DA REGI«üO DO PASSO DO LONTRA, CORUMB«Å, MATO GROSSO DO SUL. XI CONGRESSO BRASILEIRO DE ORNITOLOGIA. FEIRA DE SANTANA, BRASIL**](https://drive.google.com/file/d/1UD74b5PQubiXYt58D_yxFYl_t9M-7imO/view?usp=drive_link)
Resumo;2003;NASCIMENTO ILS ET AL;[**DIAGN«?STICO DA SITUA«?«üO NACIONAL DE COLIS«üO DE AVES COM AERONAVES. XI CONGRESSO BRASILEIRO DE ORNITOLOGIA. FEIRA DE SANTANA, BRASIL**](https://drive.google.com/file/d/1tnyhPTwUkYJgANTKBs_C3t8KzhUp2USk/view?usp=drive_link)
Resumo;2003;SOTO JMR ET AL;[**SUBS«çDIOS PARA UM MAIOR CONHECIMENTO SOBRE O MERGULH«üO-GRANDE PODICEPS MAJOR (BODDAERT, 1783) (PODICIPEDIFORMES, PODICIPEDIDAE), NO SUL DO BRASIL. XI CONGRESSO BRASILEIRO DE ORNITOLOGIA. FEIRA DE SANTANA, BRASIL**](https://drive.google.com/file/d/1wWszwMJfFzT3KoktRe89i22D50E0Vc9o/view?usp=drive_link)
Resumo;2003;BOTELHO MCN ET AL;[**ECTOPARASITOS EM PIPRA FASCIICAUDA HELLMAYR, 1906 (PIPRIDAE), NA «ÅREA DE PROTE«?«üO AMBIENTAL DO MACI«?O DO BATURIT«?, CE. XI CONGRESSO BRASILEIRO DE ORNITOLOGIA. FEIRA DE SANTANA, BRASIL**](https://drive.google.com/file/d/1cY4rto9yAE2HzQ7vc2TmG1HOvu2XkOe-/view?usp=drive_link)
Resumo;2003;RODRIGUES RC ET AL;[**INVENT«ÅRIO DA AVIFAUNA NA «ÅREA DE PROTE«?«üO AMBIENTAL DO MACI«?O DO BATURIT«?, CE. XI CONGRESSO BRASILEIRO DE ORNITOLOGIA. FEIRA DE SANTANA, BRASIL**](https://drive.google.com/file/d/19iYAN0UDuajPf3QnLJgOU-Q9VsJD-0R5/view?usp=drive_link)
Resumo;2003;EFE MA ET AL;[**INVENTARIAMENTO E DISTRIBUI«?«üO DA AVIFAUNA DA ESTA«?«üO ECOL«?GICA DE CARIJ«?S - SC. XI CONGRESSO BRASILEIRO DE ORNITOLOGIA. FEIRA DE SANTANA, BRASIL**](https://drive.google.com/file/d/1lO_njoq6EFQLw017mf4nkLFTSD0r2leO/view?usp=drive_link)
Resumo;2003;NASCIMENTO JLX ET AL;[**MONITORAMENTO DA MARRECA-PARDA, ANAS GEORGICA NO RIO GRANDE DO SUL. XI CONGRESSO BRASILEIRO DE ORNITOLOGIA. FEIRA DE SANTANA, BRASIL**](https://drive.google.com/file/d/1EayWKGmxw2tV7N2zdIPlRR0N4bG-PvhA/view?usp=drive_link)
